"store_id","product_code","product_name","quantity","brand","category","description","product_id"
"28","4104420229792","Hummus Feige Dattel","5","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Gewürzmittel, Brotaufstriche, Pflanzliche Brotaufstriche, Gesalzene Aufstriche, Saucen, Dips, Hummus","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan","316"
"73","4104420224957","Hummus gegrilltes Gemüse","18","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Gewürzmittel, Brotaufstriche, Pflanzliche Brotaufstriche, Gesalzene Aufstriche, Saucen, Dips, Hummus","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, DE-ÖKO-003, The Vegan Society","317"
"71","4104420211438","Grün Kohl Aufstrich","19","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Brotaufstriche, Pflanzliche Brotaufstriche, Gesalzene Aufstriche","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, en:eg-oko-verordnung, The Vegan Society","318"
"23","4104420219366","Sonnenblumen Kerne","6","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Samen, Sonnenblumenkerne und Sonnenblumenkernprodukte, Sonnenblumenkerne","Bio, Bio 7 Initiative","319"
"84","4104420214118","Sucre de fleur de coco, Kokosblütenzucker","11","Alnatura","Süßstoffe, Zucker, Kokoszucker","Bio, Bio 7 Initiative","320"
"71","4104420142343","Brokkoli","17","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Tiefkühlprodukte, Gemüsebasierte Lebensmittel, Tiefgekühlte pflanzliche Lebensmittel, Tiefkühl-Gemüse, Brokkoli, Tiefkühl-Brokkoli","Bio, EU-Öko-Verordnung, Bio 7 Initiative, DE-ÖKO-006, en:eg-oko-verordnung, EU-Landwirtschaft","321"
"5","4104420077508","Veganer Tofu aufschnitt Kräuter","16","Alnatura","en:Meat alternatives, Fleisch-Ersatzprodukte, en:Vegan cuts","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, DE-ÖKO-007, The Vegan Society","322"
"47","4104420077522","Veganer Tofu Aufschnitt paprika","11","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, en:Meat alternatives, Fleisch-Ersatzprodukte","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, The Vegan Society","323"
"30","4104420077560","Bratwürstchen aus seitan","1","Alnatura","en:Meat alternatives, Fleisch-Ersatzprodukte, Vegetarische Würste","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, DE-ÖKO-003, en:eg-oko-verordnung, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, The Vegan Society","324"
"8","4104420240810","Apfelmark","4","Alnatura","null","Bio, EU-Öko-Verordnung, en:eg-oko-verordnung","325"
"38","4104420094901","Vegane Frankfurter aus Seitan","5","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte, Vegetarische Würste, Vegetarische Frankfurter","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, Bio 7 Initiative, DE-ÖKO-003, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft","326"
"11","4260397821121","Soja-Tempeh Gyros- Gewürze","14","Tempehmanufaktur","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, en:Meat alternatives, Tempeh","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, DE-ÖKO-060, en:eg-oko-verordnung","327"
"19","4260397821152","Soja Tempeh Curry","3","Tempehmanufaktur","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, en:Meat alternatives, Tempeh","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, en:eg-oko-verordnung","328"
"3","4012359133007","Tofiner","5","Taifun","en:Meat alternatives, Fleisch-Ersatzprodukte, Vegetarische Würste, Vegetaische Fleische","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, DE-ÖKO-007, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, The Vegan Society, AB Agriculture Biologique","329"
"10","4104420221314","Mini-galettes de riz, patate douce et panais","2","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Gepuffte Getreidewaffeln, Gepuffte Reiswaffeln","Bio, Glutenfrei, Bio 7 Initiative, DZG glutenfrei","330"
"17","4104420208254","Linsen Waffeln","10","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, Imbiss, Süßer Snack, Kekse und Kuchen, Kekse, Knusprige Waffeln, Hülsenfruchtwaffeln, Linsenwaffeln","Bio, Vegetarisch, EU-Öko-Verordnung, Glutenfrei, Vegan, DZG glutenfrei, en:eg-oko-verordnung, The Vegan Society","331"
"45","4044889004649","Salty Pretzeln","11","iChoc","Imbiss, Süßer Snack, en:Cocoa and its products, Schokoladen, en:Plant milk chocolates","Bio, Vegetarisch, Vegan","332"
"30","4104420034082","Rote Bete","16","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Konserven, Frucht- und gemüsebasierte Lebensmittel, Konserven-Produkte auf pflanzlicher Basis, Eingelegte Lebensmittel, Gemüsebasierte Lebensmittel, Gemüsekonserven, Pflanzliches eingelegtes Gemüse, Eingelegtes Gemüse, Eingelegte rote Bete","Bio, EU-Öko-Verordnung, Bioland, en:eg-oko-verordnung","333"
"38","4104420078000","Alpenmilch","18","Alnatura","Produits laitiers, Laits, Laits homogénéisés, Laits demi-écrémés, Laits UHT, Laits pasteurisés","Bio, Bio européen, de:Bio 7 Initiative, en:eg-oko-verordnung, en:FSC, en:Naturland","334"
"66","4005561801611","Knäckebrot - Snäckebrot (Laugen & Brezelsalz)","4","Bohlsener Mühle, Bohlsener Mühle, Bohlsener Mühle","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Brote, Knäckebrote","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, Bioland, DE-ÖKO-001","335"
"10","4005561536025","Snäckebrot Sesam & Dinkel","12","Bohlsener Mühle","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Brote, Knäckebrote","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, Bioland","336"
"3","3380380044915","Knusperbrot Quinoa Glutenfrei bio","4","Ikibio,Blumenbrot,Le Pain des Fleurs","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Imbiss, Getreide und Kartoffeln, en:Specific products, en:Products for specific diets, Glutenfrei, Knusperbrote","Bio, Vegetarisch, EU-Öko-Verordnung, Glutenfrei, Vegan, Nutriscore, Nutriscore Note A, The Vegan Society","337"
"31","4104420010642","Linsen,  rote","2","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, Hülsenfrüchte, Samen, Hülsenfruchtsamen, Getrockenete Hülsenfrüchte, Linsen, Rote Linsen","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, Bio 7 Initiative, DE-ÖKO-003, The Vegan Society","338"
"4","4021851891964","Oblaten Lebkuchen","7","Dennree","Imbiss, Süßer Snack, Kekse und Kuchen, Lebkuchen","null","339"
"7","8710573626461","So Vegan So Fein Schokolade, 270 GR Glas","16","Brinkers","Frühstücke, Brotaufstriche, Süße Brotaufstriche, fr:Pâtes à tartiner, Nougatcremes, Schokoladencreme","Bio, Vegetarisch, EU-Öko-Verordnung, Fairer Handel, Glutenfrei, Vegan, en:eg-oko-verordnung, Fairtrade International, Ohne Palmöl, The Vegan Society","340"
"72","4013182024098","Gegrillt Paprika Cashew","7","Nabio","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Brotaufstriche, Pflanzliche Brotaufstriche","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, DE-ÖKO-003, en:eg-oko-verordnung, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft","341"
"68","4005906003724","Wasser naturell","13","Adelholzener, Adelzholzener","Getränke, Wasser, Quellwasser, Mineralwasser, Natürliches Mineralwasser","Natriumarm","342"
"13","4104420022683","Kicher Erbsen","0","Alnatura","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Légumineuses, Graines, Graines de légumineuses, Légumineuses sèches, Pois chiches, Pois chiches secs","Bio, Végétarien, Bio européen, Végétalien, de:Bio 7 Initiative, en:eg-oko-verordnung","343"
"62","4019736008835","Basilikum Streich","15","Zwergenwiese","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Brotaufstriche, Pflanzliche Brotaufstriche, Gesalzene Aufstriche, en:Cheese spreads substitutes","Vegetarisch, Vegan","344"
"49","42286356","Bourbon Vanillezucker","15","Alnatura","Édulcorants, Sucres, Sucres vanillés","Bio, Végétarien, Bio européen, Agriculture non UE, Végétalien, de:Bio 7 Initiative, DE-ÖKO-001, Agriculture UE, Agriculture UE/Non UE, en:The Vegan Society","345"
"45","4104420224988","Alnatura Zitronen Lassi","4","Alnatura","Getränke, Milchprodukte, Fermentierte Lebensmittel, Fermentierte Milch, Milchgetränke, Fermentierte Getränke, Fermentierte Milchgetränke, Lassi","Bio, Bio 7 Initiative","346"
"85","4104420140844","Mango lassi","3","Alnatura","Getränke, Milchprodukte, Fermentierte Lebensmittel, Fermentierte Milch, Milchgetränke, Fermentierte Getränke, Fermentierte Milchgetränke, Lassi","Bio, EU-Öko-Verordnung, AT-BIO-902, en:eg-oko-verordnung","347"
"62","42406105","Riegel - Obstsalat","17","Alnatura","Imbiss, Süßer Snack, Süßwaren, Riegel","null","348"
"81","4104420204775","Nussmischung","19","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Nüsse und Nussprodukte, Nüsse, Nusskerne","Bio","349"
"70","4104420219793","Hafer Knusper Kekse","9","Alnatura","Imbiss, Süßer Snack, Kekse und Kuchen, Kekse, Hafer-Cookies","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, Bioland, en:eg-oko-verordnung, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, The Vegan Society","350"
"4","4104420132344","Bratwürstchen","19","Alnatura","Auf Fleisch basierende Lebensmittel, en:German meat products, Thüringer Rostbratwurst","Bio, Bioland","351"
"59","4104420235502","Kokosmilch","10","Alnatura","Pflanzliche Lebensmittel und Getränke, Getränke, en:Dairy substitutes, Pflanzliche Getränke, Milchersatz, Pflanzenmilch, Kokosmilch","Bio","352"
"82","4104420241244","Bulgur","16","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Graupen, Weizengraupen, Bulgur","null","353"
"29","4104420207448","Kokos Joghurt Natur Vegan","18","Alnatura","Aliments et boissons à base de végétaux, Produits fermentés, Substituts de produits laitiers, Desserts, Desserts végétaliens, Produits végétaux fermentés, Desserts végétaliens fermentés, Desserts de lait de coco fermenté","Bio, Végétarien, Végétalien, en:Made in the EU, Sans sucre ajouté, en:The Vegan Society","354"
"55","4104420216785","Hanföl nativ","11","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fette, Pflanzenfette, Pflanzenöle","Bio, EU-Öko-Verordnung","355"
"81","4104420230644","Lachs Filets (Filet de saumon","1","Alnatura","Fisch und Meeresfrüchte, Fisch, en:Fatty fishes, Fischfilets, Lachs, Lachsfilets","Bio, EU-Öko-Verordnung, en:eg-oko-verordnung","356"
"46","4104420070240","Coco drink natur","19","Alnatura","Pflanzliche Lebensmittel und Getränke, Getränke, Pflanzliche Getränke, Kokoswasser","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, Bio 7 Initiative, DE-ÖKO-001, en:eg-oko-verordnung","357"
"70","4250073450639","Thunfisch","7","followfish, ja","Fisch und Meeresfrüchte, Fisch, en:Fatty fishes, Thunfische, Thunfische im eigenen Saft","en:Sustainable, Nachhaltige Fischerei, Fairer Handel, Sicher für Delfine, Zertifizierte nachhaltige Fischerei MSC","358"
"12","4104420115804","Reis","3","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Samen, Getreideprodukte, Getreidekörner, Reise, Aromatischer Reis, Indica Reis, Langkornreis, Basmati Reis","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, Bio 7 Initiative, en:eg-oko-verordnung, IT-BIO-007, The Vegan Society","359"
"22","4104420115767","Haferflocken","4","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frühstücke, Getreide und Kartoffeln, Getreideprodukte, Frühstückscerealien, Getreideflocken, Frühstücksflocken, Extrudierte Flocken, Gerollte Flocken, Haferflocken","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, DE-ÖKO-001, EU-Landwirtschaft","360"
"84","4005561005477","Dolcini Karamell Salz","4","Bohlsener Mühle","Imbiss, Süßer Snack, Kekse und Kuchen, Kekse","Bio, EU-Öko-Verordnung, Bioland, DE-ÖKO-001","361"
"38","4005561005460","Dolcini Nuss-Nougat","11","Bohlsener Mühle","Imbiss, Süßer Snack, Kekse und Kuchen, Kekse","Bio, EU-Öko-Verordnung, Bioland, DE-ÖKO-001","362"
"40","4104420073920","Fettarmer Joghurt","5","Alnatura","Milchprodukte, Fermentierte Lebensmittel, Desserts, Fermentierte Milch, Milchnachspeisen, en:Fermented dairy desserts, Joghurt, Fettarme Joghurt","Bio, EU-Öko-Verordnung, Bio 7 Initiative, Bioland, DE-ÖKO-006, en:eg-oko-verordnung","363"
"55","4104420228184","Falafel classic","5","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Gekühlte Nahrungsmittel, en:Refrigerated plant-based foods, en:Vegetarian balls, Falafel, en:Refrigerated falafel","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, en:eg-oko-verordnung, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, The Vegan Society, fr:Triman","364"
"63","4104420178816","Dinkelwaffeln","10","Alnatura","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Surgelés, Galettes de céréales soufflées, Galettes de blé soufflé, Galettes d'épeautre soufflé","Bio, Végétarien, Bio européen, Végétalien, BE-BIO-02, Agriculture UE, en:The Vegan Society","365"
"70","4104420052345","Laugen-Dinkelbrezeln","11","Alnatura","Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Meals, Breads, Crackers, Special breads, Pretzel","Organic, EU Organic, Non-EU Agriculture, Biodynamic agriculture, DE-ÖKO-001, Demeter, EU Agriculture, EU/non-EU Agriculture","366"
"8","4021851649008","Nusskern Mix","2","dennree","Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts","null","367"
"34","4104420170506","Chiasamen","6","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Samen, Getreideprodukte, Getreidekörner, Chia","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, DE-ÖKO-003, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft","368"
"2","4008377000551","Back Hefe trocken 10 Beutel","19","Lucullus","null","null","369"
"51","4104420140684","Dinkel Vollkornmehl","3","Alnatura","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Farines, Farines de céréales, Céréales en grains, Farines de blé, Blés, en:Whole wheat flours, Farines d'épeautre, Épeautres, en:Whole spelt flours","Bio, Bio européen, DE-ÖKO-001","370"
"39","4104420024649","Aprikosen","12","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Fruchtbasierte Lebensmittel, Getrocknete Produkte, Früchte, Getrocknete Produkte auf pflanzlicher Basis, Dörrobst, Aprikosen, Getrocknete Aprikosen","Bio","371"
"85","4104420236783","Bowl","11","Alnatura","null","null","372"
"68","4104420232198","Popcorn Mais","7","Alnatura","Imbiss, Popcorn","Bio, Biodynamische Landwirtschaft, Demeter","373"
"87","5107420036826","Grüner Tee Sencha","13","ALNATURA","null","Bio","374"
"68","4104420025882","Ganze Tomaten Geschält","11","Alnatura","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Surgelés, Légumes et dérivés, Légumes en conserve, Tomates et dérivés, Tomates, Tomates en conserve, Tomates pelées","Bio, Végétarien, Bio européen, Végétalien, de:Bio 7 Initiative, IT-BIO-007","375"
"17","4104420237117","Zimt Flakes","16","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frühstücke, Getreide und Kartoffeln, Getreideprodukte, Frühstückscerealien, Getreideflocken, Frühstücksflocken, en:Extruded cereals, Extrudierte Flocken, Cornflakes","Bio, fr:Triman, en:Bei Veganer","376"
"5","4104420235243","Bratöl","7","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fette, Pflanzenfette, Pflanzenöle, Sonnenblumenkerne und Sonnenblumenkernprodukte, Sonnenblumenöle","Bio, EU-Öko-Verordnung, en:eg-oko-verordnung","377"
"33","4104420095120","MGetränk auf Sojabasis mit Vanilleextrakt","16","Alnatura","Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Légumineuses et dérivés, Substituts de produits laitiers, Boissons à base de végétaux, Substituts du lait, Boissons végétales, Boissons végétales de légumineuses, Boissons végétales de soja, Boissons avec sucre ajouté, Boissons végétales de soja à la vanille","Bio, Végétarien, Bio européen, Sans gluten, Agriculture non UE, Végétalien, de:Bio 7 Initiative, DE-ÖKO-013, en:eg-oko-verordnung, Agriculture UE, Agriculture UE/Non UE, en:FSC, Riche en protéines, Fabriqué en Allemagne, Sans lactose, Riche en protéines végétales, en:The Vegan Society, en:Fsc-c014047","378"
"30","4006040396017","Faire Schokolade Zartbitter Nougat","9","Rapunzel","Imbiss, Süßer Snack, en:Cocoa and its products, Schokoladen, Bitterschokoladen, Gefüllte Schokolade, Schokolade mit Praliné-Füllung, en:Dark chocolate bar filled with praline, Gefüllte dunkle Schokolade","Bio, EU-Öko-Verordnung, Fairer Handel, Nicht EU-Landwirtschaft, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, FR-BIO-01, Grüner Punkt, IT-BIO-014, Hergestellt in Italien","379"
"81","4260065870482","Alnatura Bio Rote Linsen","4","Alnatura","null","Bio","380"
"85","4104420140660","Roggen","0","Alnatura","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Secale, Seigle","Bio, Bio-dynamie, Demeter","381"
"57","4104420238725","Datteln entsteint","16","Alnatura","null","null","382"
"42","7610041087200","Chocolat Noir Amer Surfin - 72% Cacao, Au Lait Suisse","7","Maestrani","Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates","Organic, Vegetarian, EU Organic, Fair trade, Vegan, CH-BIO-004, Fairtrade International","383"
"2","4104420031661","Meersalz mit Jod","11","Alnatura","Gewürzmittel, Salze, en:groceries","null","384"
"26","4104420222687","Alnatura Kokos mit Kokosblütenzucker","4","Alnatura, Alnatura Rossmann 1.99","Imbiss, Süßer Snack, en:Cocoa and its products, Schokoladen, en:Plant milk chocolates","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, DE-ÖKO-013, en:eg-oko-verordnung, The Vegan Society","385"
"49","4104420215658","Kokos Mango Maracuja","11","Alnatura","en:Milchersatz, en:Pflanzliche Lebensmittel und Getränke","Bio, Vegetarisch, Vegan, Bio 7 Initiative, FSC, FSC Mix","386"
"8","4104420072787","Tomaten Saft","18","Alnatura","Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Boissons à base de végétaux, Aliments et boissons à base de légumes, Légumes et dérivés, Boissons aux fruits, Jus et nectars, Boissons aux légumes, Tomates et dérivés, Jus de légumes, Jus de fruits, Jus de tomates, Jus de fruits pur jus","Bio, Bio européen, de:Bio 7 Initiative, DE-ÖKO-007, Agriculture UE, en:FSC, FSC Mix","387"
"55","4104420140127","Hafercreme Cuisine - Alnatura","17","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Pflanzliche Sahne, Pflanzliche Sahne zum Kochen, en:Oat-based creams for cooking","Zuckerarm oder zuckerfrei, Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, Bio 7 Initiative, AT-BIO-301, en:eg-oko-verordnung, EU-Landwirtschaft, FSC, FSC Mix, Ohne Zuckerzusatz, Laktosefrei","388"
"67","4104420232006","Schnelle Mischung Gerste, Linsen, Kichererbsen","5","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fertiggerichte","Bio","389"
"8","4010355382719","Quinoa gepufft","12","null","null","Bio","390"
"64","40045061","Früchteriegel Birne Blaubeere","3","Alnatura","null","Bio, EU-Öko-Verordnung, en:eg-oko-verordnung","391"
"29","8165268","Rote Bete gekocht","6","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Konserven, Frucht- und gemüsebasierte Lebensmittel, Konserven-Produkte auf pflanzlicher Basis, Eingelegte Lebensmittel, Gemüsebasierte Lebensmittel, Gemüsekonserven, Pflanzliches eingelegtes Gemüse, Eingelegtes Gemüse, Rote Bete, Eingelegte rote Bete","Bio, EU-Öko-Verordnung, Bio 7 Initiative, en:eg-oko-verordnung, NL-BIO-01","392"
"33","4104420021921","Haferflocken, Feinblatt","19","Alnatura","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Flocons, Flocons de céréales, Flocons extrudés, Flocons laminés, Flocons d'avoine","Bio, Bio européen, Bio-dynamie, DE-ÖKO-001, Demeter, en:eg-oko-verordnung, Agriculture UE","393"
"54","4104420140608","Pudding Bourbon-Vanille","2","Alnatura","Desserts, Puddings","Bio, Vegetarisch, EU-Öko-Verordnung, Glutenfrei, Vegan, Bio 7 Initiative, DE-ÖKO-001, en:eg-oko-verordnung, The Vegan Society, en:EU-Öko-Verordnung","394"
"45","4104420181144","Erdnuss Mus","18","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, Brotaufstriche, Nüsse und Nussprodukte, Pflanzliche Brotaufstriche, Ölsaaten-Pürees, Hülsenfruchtbutter, Nußbutter, Erdnussbutter","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, Bio 7 Initiative, DE-ÖKO-006, en:eg-oko-verordnung, The Vegan Society, en:Verified","395"
"64","4104420136946","Gelierzucker 2:1","6","Alnatura","null","Bio","396"
"41","4104420053489","Joghurt Reis Waffeln","4","Alnatura","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Galettes de céréales soufflées, Galettes de riz soufflé, Galettes de riz au yaourt, Galettes de riz complet soufflé","Bio, Bio européen, Sans gluten, Agriculture non UE, en:eg-oko-verordnung, Agriculture UE, Agriculture UE/Non UE, IT-BIO-007","398"
"34","4104420213470","Tomatensauce Basilikum","16","Alnatura","Gewürzmittel, Saucen, Nudelsoßen, en:groceries","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, Bio 7 Initiative, en:eg-oko-verordnung, IT-BIO-006","399"
"62","4104420034167","Kichererbsen","4","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, Konserven, Hülsenfrüchte, Samen, Konserven-Produkte auf pflanzlicher Basis, Hülsenfruchtsamen, Getrockenete Hülsenfrüchte, Kichererbsen, Vorbereitetes Gemüse, Hülsenfrüchte in Dosen, en:Cooked vegetables, Kichererbsen in Dosen, en:Cooked chick peas","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, en:eg-oko-verordnung, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, NL-BIO-01","400"
"14","4104420029569","Langkorn Reis parboiled","16","Alnatura","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Long grain rices","Organic, Vegetarian, EU Organic, Non-EU Agriculture, Vegan, de:Bio 7 Initiative, Eg-oko-verordnung, IT-BIO-007, The Vegan Society","401"
"76","4104420227514","Bio Ziegenkäse-Gebäck","9","Alnatura","null","Bio, EU-Öko-Verordnung, en:eg-oko-verordnung, NL-BIO-01","402"
"56","4104420227477","Oliven & Tomaten Gebäck","8","Alnatura","Imbiss, Salzige Snacks, Vorspeisen, Fertiggerichte, Crackers","Bio, EU-Öko-Verordnung, en:eg-oko-verordnung, NL-BIO-01","403"
"57","4104420140707","Roggen Vollkorn Mehl","19","Alnatura","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Mehle, Getreidemehle, Roggenmehle","Bio, Bio 7 Initiative, Biodynamische Landwirtschaft, Enthält Milch, Demeter","404"
"19","4061458013437","Erbsen","6","Alnatura, King's Crown","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, Hülsenfrüchte, Samen, Hülsenfruchtsamen, Getrockenete Hülsenfrüchte, Erbsen","Bio","405"
"79","4104420225701","Alpensalz mit 55% Edelkakao","7","Alnatura","Imbiss, Süßer Snack, en:Cocoa and its products, Schokoladen, Bitterschokoladen, Gesalzene Schokolade, Gesalzene dunkle Schokolade","Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, CH-BIO-004, en:eg-oko-verordnung, The Vegan Society","406"
"26","4104420031326","Pesto Basilico","15","Alnatura","Gewürzmittel, Saucen, Pestos, Pesto alla Genovese, en:groceries","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, en:eg-oko-verordnung, EU-Landwirtschaft, IT-BIO-006, Hergestellt in Italien","407"
"13","4006040007999","Bionella","17","Rapunzel","Breakfasts, Spreads, Sweet spreads, fr:Pâtes à tartiner, Hazelnut spreads, Chocolate spreads, Cocoa and hazelnuts spreads","Organic, Vegetarian, EU Organic, Vegan, DE-ÖKO-006, Faires Bio-Palmöl, Vegetarisch","408"
"48","4311501333747","Mehl - Roggenmehl BIO Type 997","18","Alnatura,Edeka","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Mehle, Getreidemehle, Roggenmehle","Bio, EU-Öko-Verordnung, Bio 7 Initiative, en:eg-oko-verordnung","409"
